0.000000	0.000000	1.000000
0.000000	0.003937	0.996078
0.000000	0.007874	0.992188
0.000000	0.011811	0.988328
0.000000	0.015748	0.984500
0.000000	0.019685	0.980702
0.000000	0.023622	0.976936
0.000000	0.027559	0.973200
0.000000	0.031496	0.969496
0.000000	0.035433	0.965822
0.000000	0.039370	0.962180
0.000000	0.043307	0.958568
0.000000	0.047244	0.954988
0.000000	0.051181	0.951438
0.000000	0.055118	0.947920
0.000000	0.059055	0.944432
0.000000	0.062992	0.940976
0.000000	0.066929	0.937550
0.000000	0.070866	0.934156
0.000000	0.074803	0.930792
0.000000	0.078740	0.927460
0.000000	0.082677	0.924158
0.000000	0.086614	0.920888
0.000000	0.090551	0.917648
0.000000	0.094488	0.914440
0.000000	0.098425	0.911262
0.000000	0.102362	0.908116
0.000000	0.106299	0.905000
0.000000	0.110236	0.901916
0.000000	0.114173	0.898862
0.000000	0.118110	0.895840
0.000000	0.122047	0.892848
0.000000	0.125984	0.889888
0.000000	0.129921	0.886958
0.000000	0.133858	0.884060
0.000000	0.137795	0.881192
0.000000	0.141732	0.878356
0.000000	0.145669	0.875550
0.000000	0.149606	0.872776
0.000000	0.153543	0.870032
0.000000	0.157480	0.867320
0.000000	0.161417	0.864638
0.000000	0.165354	0.861988
0.000000	0.169291	0.859368
0.000000	0.173228	0.856780
0.000000	0.177165	0.854222
0.000000	0.181102	0.851696
0.000000	0.185039	0.849200
0.000000	0.188976	0.846736
0.000000	0.192913	0.844302
0.000000	0.196850	0.841900
0.000000	0.200787	0.839528
0.000000	0.204724	0.837188
0.000000	0.208661	0.834878
0.000000	0.212598	0.832600
0.000000	0.216535	0.830352
0.000000	0.220472	0.828136
0.000000	0.224409	0.825950
0.000000	0.228346	0.823796
0.000000	0.232283	0.821672
0.000000	0.236220	0.819580
0.000000	0.240157	0.817518
0.000000	0.244094	0.815488
0.000000	0.248031	0.813488
0.000000	0.251969	0.811520
0.000000	0.255906	0.809582
0.000000	0.259843	0.807676
0.000000	0.263780	0.805800
0.000000	0.267717	0.803956
0.000000	0.271654	0.802142
0.000000	0.275591	0.800360
0.000000	0.279528	0.798608
0.000000	0.283465	0.796888
0.000000	0.287402	0.795198
0.000000	0.291339	0.793540
0.000000	0.295276	0.791912
0.000000	0.299213	0.790316
0.000000	0.303150	0.788750
0.000000	0.307087	0.787216
0.000000	0.311024	0.785712
0.000000	0.314961	0.784240
0.000000	0.318898	0.782798
0.000000	0.322835	0.781388
0.000000	0.326772	0.780008
0.000000	0.330709	0.778660
0.000000	0.334646	0.777342
0.000000	0.338583	0.776056
0.000000	0.342520	0.774800
0.000000	0.346457	0.773576
0.000000	0.350394	0.772382
0.000000	0.354331	0.771220
0.000000	0.358268	0.770088
0.000000	0.362205	0.768988
0.000000	0.366142	0.767918
0.000000	0.370079	0.766880
0.000000	0.374016	0.765872
0.000000	0.377953	0.764896
0.000000	0.381890	0.763950
0.000000	0.385827	0.763036
0.000000	0.389764	0.762152
0.000000	0.393701	0.761300
0.000000	0.397638	0.760478
0.000000	0.401575	0.759688
0.000000	0.405512	0.758928
0.000000	0.409449	0.758200
0.000000	0.413386	0.757502
0.000000	0.417323	0.756836
0.000000	0.421260	0.756200
0.000000	0.425197	0.755596
0.000000	0.429134	0.755022
0.000000	0.433071	0.754480
0.000000	0.437008	0.753968
0.000000	0.440945	0.753488
0.000000	0.444882	0.753038
0.000000	0.448819	0.752620
0.000000	0.452756	0.752232
0.000000	0.456693	0.751876
0.000000	0.460630	0.751550
0.000000	0.464567	0.751256
0.000000	0.468504	0.750992
0.000000	0.472441	0.750760
0.000000	0.476378	0.750558
0.000000	0.480315	0.750388
0.000000	0.484252	0.750248
0.000000	0.488189	0.750140
0.000000	0.492126	0.750062
0.000000	0.496063	0.750016
0.000000	0.500000	0.750000
0.000000	0.503937	0.750016
0.000000	0.507874	0.750062
0.000000	0.511811	0.750140
0.000000	0.515748	0.750248
0.000000	0.519685	0.750388
0.000000	0.523622	0.750558
0.000000	0.527559	0.750760
0.000000	0.531496	0.750992
0.000000	0.535433	0.751256
0.000000	0.539370	0.751550
0.000000	0.543307	0.751876
0.000000	0.547244	0.752232
0.000000	0.551181	0.752620
0.000000	0.555118	0.753038
0.000000	0.559055	0.753488
0.000000	0.562992	0.753968
0.000000	0.566929	0.754480
0.000000	0.570866	0.755022
0.000000	0.574803	0.755596
0.000000	0.578740	0.756200
0.000000	0.582677	0.756836
0.000000	0.586614	0.757502
0.000000	0.590551	0.758200
0.000000	0.594488	0.758928
0.000000	0.598425	0.759688
0.000000	0.602362	0.760478
0.000000	0.606299	0.761300
0.000000	0.610236	0.762152
0.000000	0.614173	0.763036
0.000000	0.618110	0.763950
0.000000	0.622047	0.764896
0.000000	0.625984	0.765872
0.000000	0.629921	0.766880
0.000000	0.633858	0.767918
0.000000	0.637795	0.768988
0.000000	0.641732	0.770088
0.000000	0.645669	0.771220
0.000000	0.649606	0.772382
0.000000	0.653543	0.773576
0.000000	0.657480	0.774800
0.000000	0.661417	0.776056
0.000000	0.665354	0.777342
0.000000	0.669291	0.778660
0.000000	0.673228	0.780008
0.000000	0.677165	0.781388
0.000000	0.681102	0.782798
0.000000	0.685039	0.784240
0.000000	0.688976	0.785712
0.000000	0.692913	0.787216
0.000000	0.696850	0.788750
0.000000	0.700787	0.790316
0.000000	0.704724	0.791912
0.000000	0.708661	0.793540
0.000000	0.712598	0.795198
0.000000	0.716535	0.796888
0.000000	0.720472	0.798608
0.000000	0.724409	0.800360
0.000000	0.728346	0.802142
0.000000	0.732283	0.803956
0.000000	0.736220	0.805800
0.000000	0.740157	0.807676
0.000000	0.744094	0.809582
